time,Backup:backupCopyFilesCount,Backup:backupCopyFilesMs,BtreeOp:nBinDeltaDelete,BtreeOp:nBinDeltaGet,BtreeOp:nBinDeltaInsert,BtreeOp:nBinDeltaUpdate,BtreeOp:nRootSplits,BtreeOp:relatchesRequired,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxPredictedUtilization,Cleaning:maxUtilization,Cleaning:minPredictedUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsExtinct,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nPendingDBsIncomplete,Cleaning:nPendingDBsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRevisalRuns,Cleaning:nTwoPassRuns,Cleaning:pendingDBQueueSize,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,Environment:environmentCreationTime,Eraser:eraserCycleEnd,Eraser:eraserCycleStart,Eraser:eraserFSyncs,Eraser:eraserFilesAlreadyDeleted,Eraser:eraserFilesDeleted,Eraser:eraserFilesErased,Eraser:eraserFilesRemaining,Eraser:eraserReadBytes,Eraser:eraserReads,Eraser:eraserWriteBytes,Eraser:eraserWrites,I/O:bufferBytes,I/O:endOfLog,I/O:fSync95Ms,I/O:fSync99Ms,I/O:fSyncAvgMs,I/O:fSyncMaxMs,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nRepeatIteratorReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:G1 Old Generation.count,Jvm:G1 Old Generation.time,Jvm:G1 Young Generation.count,Jvm:G1 Young Generation.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate,TaskCoordinator:nApplicationPermits,TaskCoordinator:nDeficitPermits,TaskCoordinator:nRealPermits
2025-10-07 06:53:45.358 UTC, , , , , , , , , ,125,17552901,14407048, , ,856, ,25289, , , , , , , , , ,856,15, , , ,20,1,3, ,822, , , , , , , , , , , ,25243, , ,1377,1,744,744, , , , ,1427,899182329856,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1759818825189,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,19,21,256299672,2, , , , , , , , , , ,1, ,3, , , , , , , , , , , , , , , , , , , , , , ,400, ,762, ,816,19048,5429, , , , , , , , , , 
2025-10-07 06:54:45.359 UTC, , , , , , , , , ,125,17799045,14653192, , ,869, ,33008, , , , , , , , , ,869,15, , , ,18,1,3, ,616, , , , , , , , , , , ,32964, , ,1377,1,744,744, , , , ,1427,899182329856,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1759818825189,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,15,17,278828376,2, , , , , , , , , , ,2, ,2, , , , , , , , , , , , , , , , , , , , , , ,300, ,1788, ,612,23671,7490, , , , , , , , , , 
2025-10-07 06:55:45.361 UTC, , , , , , , , , ,125,18322069,15176216, , ,904, ,45327, , , , , , , , , ,904,15, , , ,15,1,3, ,617, , , , , , , , , , , ,45287, , ,1377,1,744,744, , , , ,1427,899182329856,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1759818825189,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,14,23,119295280,2, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,300, ,3166, ,612,28065,14018, , , , , , , , , , 
2025-10-07 06:56:45.363 UTC, , , , , , , , , ,125,18718781,15572928, , ,926, ,46055, , , , , , , , , ,926,15, , , ,12,1,3, ,718, , , , , , , , , , , ,46011, , ,1377,1,744,744, , , , ,1427,899182329856,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1759818825189,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,16,30,218211640,1, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,350, ,2522, ,714,29018,14446, , , , , , , , , , 
2025-10-07 06:57:45.364 UTC, , , , , , , , , ,125,19111125,15965272, , ,949, ,46003, , , , , , , , , ,949,15, , , ,9,1,3, ,923, , , , , , , , , , , ,45949, , ,1377,1,744,744, , , , ,1427,899182329856,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1759818825189,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,17,22,258272536,1, , , , , , , , , , ,1, ,3, , , , , , , , , , , , , , , , , , , , , , ,450, ,2573, ,918,29137,14213, , , , , , , , , , 
2025-10-07 06:58:45.366 UTC, , , , , , , , , ,125,19401517,16255664, , ,969, ,48906, , , , , , , , , ,969,15, , , ,5,1,3, ,923, , , , , , , , , , , ,48830, , ,1377,1,744,744, , , , ,1427,899182329856,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1759818825189,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,20,23,134228896,1, , , , , , , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , ,450, ,1872, ,918,31545,15389, , , , , , , , , , 
2025-10-07 06:59:45.367 UTC, , , , , , , , , ,125,19634397,16488544, , ,985, ,42509, , , , , , , , , ,985,15, , , ,2,1,3, ,720, , , , , , , , , , , ,42465, , ,1377,1,744,744, , , , ,1427,899182329856,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1759818825189,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,16,19,288352960,1, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,350, ,1536, ,714,27680,13230, , , , , , , , , , 
2025-10-07 07:00:45.369 UTC, , , , , , , , , ,125,20004485,16858632, , ,1005, ,47944, , , , , , , , , ,1005,15, , , , ,1,3, ,748,1, , , , , , , , , , ,46794, , ,1377,1,744,744, , , , ,1427,899182329856,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1759818825189,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , ,1, , , , , , , , , , , , , , , , , , ,18,21,219328552,1, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , ,308, ,2229, ,628,28650,14801, , , , , , , , , , 
2025-10-07 07:01:45.371 UTC, , , , , , , , , ,125,20182933,17037080, , ,1017, ,21000, , , , , , , , , ,1017,15, , , , ,1,3, , , , , , , , , , , , , ,19388, , ,1377,1,744,744, , , , ,1427,899182329856,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1759818825189,,, , , , , , , , , ,3145728,1538, , , , , , , , , , , , ,3, , , , , , , , , , , , , , , , , , , , , ,6,8,190064008, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,926, , ,12405,6045, , , , , , , , , , 
2025-10-07 07:01:45.808 UTC, , , , , , , , , ,935,16320887,13174224, , ,1017, ,11, , , , , , , , , ,1017,15, , , , ,1014,3, ,11, , , , , , , , , , , , , , ,1377,2,20026034,744,1, ,3,6,1427,899182329856,-1,-1,-1,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1427,1759818825189,,, , , , , , , , , ,3145728,8591144535,10,10,7,10, ,952, ,1, ,6,1, ,3,4, , , , , ,76,2, , , ,8192,4,21201766,24, , , ,1, , , , ,269755784,1, , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
